TOTAL,'really' : 16,'so' : 51,'very' : 16,
TIME STAMPS,
0:2:4,'really'
0:2:4 'so'
0:2:45,'very'
0:3:7,'So'
0:3:7 'really'
0:4:1,'so'
0:4:24,'so'
0:4:27,'really'
0:4:44,'so'
0:5:54,'really'
0:6:20,'so'
0:6:53,'Really'
0:7:36,'really'
0:9:27,'So'
0:10:45,'so'
0:10:59,'so'
0:11:21,'so'
0:11:23,'So'
0:11:34,'so'
0:11:39,'So'
0:11:41,'really'
0:11:53,'so'
0:12:2,'really'
0:12:8,'so'
0:12:15,'very'
0:12:27,'really'
0:13:37,'Really'
0:14:2,'so'
0:14:5,'very'
0:14:35,'so'
0:15:35,'So'
0:15:55,'so'
0:18:19,'So'
0:18:41,'really'
0:18:49,'very'
0:19:7,'so'
0:19:15,'so'
0:19:49,'very'
0:19:58,'so'
0:20:27,'So'
0:21:26,'So'
0:21:44,'So'
0:21:51,'really'
0:21:59,'really'
0:21:59 'really'
0:22:40,'so'
0:23:6,'very'
0:25:7,'so'
0:25:14,'so'
0:25:18,'so'
0:26:25,'very'
0:26:45,'So'
0:26:53,'so'
0:27:6,'really'
0:27:16,'very'
0:27:20,'very'
0:27:23,'very'
0:28:12,'very'
0:28:23,'so'
0:28:54,'So'
0:29:2,'very'
0:29:6,'very'
0:29:16,'so'
0:30:25,'So'
0:30:59,'so'
0:31:36,'really'
0:32:0,'very'
0:32:1,'So'
0:32:13,'So'
0:32:43,'so'
0:32:46,'So'
0:32:55,'so'
0:32:57,'So'
0:35:13,'so'
0:35:22,'very'
0:35:50,'So'
0:36:0,'so'
0:36:35,'so'
0:40:10,'So'
0:40:10 'very'
0:40:35,'so'
0:41:13,'so'
0:42:26,'So'
