TOTAL,'so' : 65,'really' : 16,'very' : 12,
TIME STAMPS,
0:1:41,'So'
0:2:7,'So'
0:2:22,'so'
0:2:36,'really'
0:2:38,'So'
0:4:18,'So'
0:4:41,'really'
0:5:36,'so'
0:5:36 'really'
0:5:57,'so'
0:6:10,'so'
0:6:29,'So'
0:6:45,'very'
0:7:50,'So'
0:8:10,'very'
0:8:25,'so'
0:8:42,'So'
0:9:21,'So'
0:9:30,'so'
0:10:7,'So'
0:10:54,'So'
0:11:20,'really'
0:11:29,'So'
0:11:44,'So'
0:11:46,'So'
0:11:52,'really'
0:12:54,'so'
0:12:54 'so'
0:13:6,'so'
0:13:14,'very'
0:13:44,'so'
0:13:50,'very'
0:13:55,'very'
0:14:35,'very'
0:15:26,'so'
0:16:20,'So'
0:16:33,'really'
0:17:6,'so'
0:17:27,'really'
0:17:29,'really'
0:17:33,'so'
0:17:42,'so'
0:17:55,'so'
0:17:58,'really'
0:19:24,'So'
0:19:51,'So'
0:19:56,'So'
0:20:32,'so'
0:22:20,'So'
0:22:53,'so'
0:23:1,'So'
0:23:13,'really'
0:23:15,'so'
0:23:28,'So'
0:23:34,'So'
0:23:45,'so'
0:23:49,'so'
0:23:53,'so'
0:24:24,'very'
0:24:29,'very'
0:24:29 'very'
0:25:10,'very'
0:25:47,'so'
0:25:47 'so'
0:25:47 'so'
0:25:47 'very'
0:25:51,'so'
0:26:12,'so'
0:26:16,'so'
0:28:52,'so'
0:30:10,'really'
0:31:27,'So'
0:32:41,'so'
0:32:49,'so'
0:32:59,'so'
0:33:24,'So'
0:33:53,'So'
0:34:33,'so'
0:34:36,'so'
0:34:44,'really'
0:35:13,'very'
0:35:18,'So'
0:35:53,'so'
0:36:4,'really'
0:36:48,'So'
0:39:30,'so'
0:39:41,'so'
0:40:19,'So'
0:40:42,'So'
0:41:22,'So'
0:42:2,'really'
0:42:2 'really'
0:42:5,'really'
