TOTAL,'so' : 66,'really' : 23,'very' : 11,
TIME STAMPS,
0:0:40,'so'
0:1:57,'so'
0:2:17,'so'
0:2:39,'so'
0:2:46,'So'
0:3:9,'So'
0:3:47,'so'
0:3:58,'really'
0:3:58 'So'
0:4:25,'so'
0:4:28,'So'
0:4:33,'really'
0:4:46,'So'
0:5:5,'so'
0:5:34,'very'
0:5:37,'So'
0:7:11,'So'
0:7:25,'so'
0:7:33,'So'
0:7:46,'So'
0:8:4,'really'
0:8:24,'So'
0:9:6,'so'
0:9:6 'so'
0:9:6 'so'
0:9:6 'so'
0:9:19,'So'
0:9:31,'so'
0:9:31 'very'
0:9:55,'so'
0:10:10,'very'
0:10:22,'really'
0:11:45,'So'
0:13:27,'So'
0:13:53,'really'
0:14:13,'really'
0:14:45,'really'
0:15:57,'really'
0:16:31,'so'
0:16:40,'so'
0:16:40 'so'
0:16:45,'very'
0:16:45 'very'
0:18:5,'really'
0:18:21,'very'
0:19:27,'So'
0:19:31,'so'
0:20:22,'So'
0:20:39,'so'
0:20:43,'so'
0:20:43 'really'
0:20:55,'so'
0:20:57,'so'
0:21:14,'So'
0:21:29,'So'
0:21:49,'so'
0:22:3,'so'
0:23:46,'so'
0:24:28,'So'
0:24:37,'very'
0:24:49,'very'
0:25:55,'so'
0:26:20,'so'
0:27:20,'so'
0:28:7,'really'
0:28:30,'really'
0:28:45,'really'
0:29:1,'really'
0:29:22,'so'
0:29:54,'so'
0:30:8,'So'
0:31:34,'very'
0:31:39,'So'
0:31:41,'very'
0:31:50,'So'
0:32:1,'so'
0:32:46,'really'
0:33:17,'so'
0:33:28,'so'
0:33:40,'so'
0:33:42,'so'
0:33:50,'so'
0:33:52,'so'
0:33:54,'really'
0:33:58,'really'
0:34:9,'so'
0:34:18,'so'
0:37:9,'So'
0:37:9 'really'
0:38:8,'really'
0:38:18,'really'
0:38:18 'really'
0:38:28,'so'
0:38:28 'so'
0:38:58,'really'
0:38:58 'So'
0:39:13,'so'
0:39:52,'so'
0:40:24,'really'
0:42:4,'very'
