TOTAL,'so' : 186,'really' : 53,'very' : 21,'real' : 9,
TIME STAMPS,
0:0:11,'so'
0:0:39,'So'
0:2:26,'So'
0:2:57,'so'
0:4:0,'So'
0:4:4,'so'
0:5:25,'so'
0:5:25 'so'
0:5:25 'So'
0:5:41,'really'
0:5:52,'So'
0:6:19,'so'
0:6:27,'so'
0:6:48,'so'
0:7:0,'so'
0:7:8,'really'
0:7:38,'very'
0:7:38 'very'
0:7:48,'so'
0:7:53,'So'
0:8:3,'so'
0:8:11,'so'
0:8:12,'so'
0:8:33,'so'
0:8:35,'so'
0:8:38,'so'
0:10:16,'So'
0:10:17,'So'
0:10:17 'really'
0:10:17 'so'
0:10:48,'really'
0:11:1,'really'
0:11:32,'so'
0:11:58,'so'
0:12:11,'so'
0:12:22,'So'
0:12:42,'so'
0:12:44,'so'
0:12:49,'so'
0:12:59,'really'
0:13:2,'so'
0:13:20,'So'
0:14:5,'so'
0:14:8,'So'
0:14:18,'So'
0:14:18 'very'
0:15:6,'So'
0:15:19,'really'
0:16:0,'So'
0:16:5,'very'
0:16:17,'So'
0:16:34,'very'
0:17:12,'so'
0:17:25,'So'
0:17:31,'So'
0:18:9,'so'
0:18:9 'So'
0:18:14,'So'
0:18:22,'So'
0:19:1,'So'
0:19:39,'very'
0:19:46,'So'
0:19:59,'So'
0:20:8,'So'
0:20:24,'So'
0:20:52,'So'
0:21:23,'so'
0:22:34,'so'
0:22:59,'So'
0:23:2,'so'
0:23:9,'So'
0:23:17,'So'
0:23:51,'so'
0:23:55,'really'
0:23:59,'so'
0:25:41,'so'
0:25:45,'So'
0:25:56,'so'
0:27:30,'very'
0:27:47,'so'
0:28:12,'So'
0:28:12 'really'
0:28:53,'very'
0:29:2,'So'
0:29:8,'So'
0:29:26,'So'
0:29:28,'really'
0:30:15,'So'
0:30:28,'so'
0:30:28 'so'
0:31:6,'So'
0:31:13,'really'
0:31:19,'So'
0:31:41,'very'
0:31:41 'so'
0:31:49,'so'
0:31:55,'really'
0:32:5,'So'
0:32:26,'so'
0:32:34,'So'
0:32:38,'so'
0:32:42,'so'
0:33:15,'so'
0:33:29,'so'
0:33:42,'So'
0:33:55,'so'
0:34:43,'so'
0:36:48,'So'
0:37:47,'so'
0:37:49,'So'
0:37:51,'really'
0:38:3,'real'
0:38:7,'real'
0:38:10,'so'
0:38:13,'so'
0:38:18,'really'
0:38:18 'Really'
0:38:22,'so'
0:38:49,'So'
0:39:23,'so'
0:39:28,'so'
0:39:36,'so'
0:40:15,'So'
0:40:22,'Really'
0:40:25,'So'
0:40:40,'real'
0:40:56,'Really'
0:40:56 'so'
0:41:11,'so'
0:41:36,'So'
0:42:29,'really'
0:43:32,'So'
0:44:3,'so'
0:44:6,'really'
0:44:7,'really'
0:44:14,'so'
0:44:17,'so'
0:44:17 'so'
0:44:20,'really'
0:44:24,'really'
0:44:53,'Really'
0:45:3,'so'
0:45:3 'so'
0:45:22,'really'
0:45:54,'So'
0:46:6,'so'
0:46:6 'real'
0:46:55,'really'
0:47:2,'so'
0:47:12,'so'
0:47:20,'really'
0:47:31,'really'
0:47:49,'very'
0:48:13,'So'
0:48:55,'so'
0:48:55 'so'
0:49:31,'so'
0:49:39,'So'
0:50:19,'real'
0:50:32,'So'
0:50:41,'very'
0:50:51,'so'
0:50:54,'really'
0:51:12,'So'
0:51:44,'So'
0:51:50,'really'
0:51:57,'really'
0:52:15,'really'
0:52:39,'so'
0:54:1,'So'
0:54:19,'So'
0:55:21,'So'
0:55:54,'so'
0:56:34,'very'
0:57:30,'Really'
0:57:36,'so'
0:57:40,'So'
0:58:2,'so'
0:58:2 'really'
0:58:5,'so'
0:58:9,'very'
0:58:12,'very'
0:58:14,'very'
0:58:17,'so'
0:58:20,'so'
0:58:34,'So'
0:58:39,'very'
0:58:39 'so'
0:58:45,'really'
0:59:37,'very'
1:2:46,'really'
1:3:1,'so'
1:3:29,'really'
1:3:29 'really'
1:3:44,'very'
1:4:10,'so'
1:4:10 'really'
1:4:19,'so'
1:5:6,'really'
1:5:34,'real'
1:5:40,'really'
1:5:45,'so'
1:5:49,'so'
1:6:12,'So'
1:6:17,'so'
1:6:29,'really'
1:6:56,'really'
1:7:23,'So'
1:7:31,'so'
1:7:56,'so'
1:7:58,'So'
1:8:31,'real'
1:8:36,'real'
1:8:45,'So'
1:8:58,'So'
1:9:24,'so'
1:9:36,'real'
1:9:45,'so'
1:10:11,'So'
1:10:25,'So'
1:10:51,'really'
1:10:55,'so'
1:10:55 'so'
1:10:55 'so'
1:11:6,'so'
1:11:13,'very'
1:11:18,'so'
1:11:21,'So'
1:11:58,'really'
1:12:11,'really'
1:12:29,'So'
1:12:32,'so'
1:12:32 'so'
1:12:39,'So'
1:13:2,'really'
1:13:12,'so'
1:13:14,'so'
1:14:4,'so'
1:14:42,'So'
1:15:1,'really'
1:15:17,'so'
1:15:17 'so'
1:15:54,'so'
1:16:7,'so'
1:16:44,'so'
1:17:45,'so'
1:17:52,'so'
1:18:9,'so'
1:18:20,'So'
1:18:34,'really'
1:18:43,'really'
1:18:47,'really'
1:18:49,'So'
1:18:58,'So'
1:19:12,'So'
1:19:25,'So'
1:19:36,'So'
1:19:49,'So'
1:19:59,'very'
1:20:36,'very'
1:20:38,'so'
1:21:22,'so'
1:21:37,'so'
1:22:18,'so'
1:24:54,'so'
1:25:0,'so'
1:25:16,'really'
1:25:28,'really'
1:25:28 'really'
