Word, Interview, Public, Total
 'so', 9, 20, 29
 'really', 6, 11, 17
 'very', 5, 7, 12
Overall, 58

Words by Cast Member
Mackenzie
 , so, 2
 , very, 4
 , really, 1
 , Interview, 0
 , Public, 7
Total, 7

Kaitlynn
 , really, 2
 , so, 1
 , Interview, 0
 , Public, 3
Total, 3

Rachel
 , really, 3
 , very, 1
 , so, 2
 , Interview, 2
 , Public, 4
Total, 6

Kierstan
 , so, 10
 , really, 1
 , very, 6
 , Interview, 9
 , Public, 8
Total, 17

Justine
 , very, 1
 , so, 4
 , really, 3
 , Interview, 5
 , Public, 3
Total, 8

Cely
 , so, 3
 , Interview, 0
 , Public, 3
Total, 3

Jeremiah
 , really, 2
 , Interview, 1
 , Public, 1
Total, 2

Matthew
 , so, 1
 , Interview, 1
 , Public, 0
Total, 1

James
 , so, 1
 , Interview, 0
 , Public, 1
Total, 1

Johnny
 , really, 4
 , so, 3
 , Interview, 2
 , Public, 5
Total, 7

Moira
 , so, 1
 , Interview, 0
 , Public, 1
Total, 1

Unknown Woman
 , really, 1
 , Interview, 0
 , Public, 1
Total, 1

Carrington
 , so, 1
 , Interview, 0
 , Public, 1
Total, 1

Totals by Gender
Men
 , Interview, 4
 , Public, 9
 , Total, 13
Women
 , Interview, 16
 , Public, 29
 , Total, 45
Total
 , Total, 58
 , Interview, 20
 , Public, 38
