0:00:16,so',Moira,N
0:00:33,really',Caleb,N
0:01:31,So',N,
0:02:18,very',Mackenzie,N
0:02:46,so',Moira,N
0:02:50,Very',Carrington,N
0:03:44,So',N,
0:05:11,So',N,
0:07:26,so',Connor,Y
0:07:53,So',N,
0:08:25,so',Cely,N
0:08:34,so',Cely,N
0:09:04,So',N,
0:09:11,so',N,
0:09:34,so',N,
0:10:00,so',Rachel,Y
0:10:44,So',N,
0:10:48,So',N,
0:11:03,very',Calvin,N
0:11:07,very',Calvin,N
0:11:31,so',Moira,N
0:11:37,So',N,
0:12:00,So',N,
0:12:32,So',N,
0:12:57,so',Cely,N
0:13:25,Really',Moira,N
0:13:27,so',Moira,N
0:15:54,so',Connor,N
0:16:07,so',Johnny,N
0:16:09,really',Cely,N
0:16:14,So',N,
0:16:14,really',Cely,N
0:16:14,so',Cely,N
0:16:19,so',Cely,N
0:16:23,so',Cely,N
0:16:27,really',Cely,N
0:16:27,really',Cely,N
0:16:34,so',Cely,Y
0:16:43,so',Cely,Y
0:16:45,really',Cely,Y
0:16:45,really',Cely,Y
0:16:48,so',Cely,Y
0:18:32,So',N,
0:18:32,very',Mackenzie,Y
0:18:47,really',Mackenzie,N
0:21:20,so',Rachel,N
0:21:37,So',N,
0:22:47,so',Moira,N
0:22:49,So',Cely,N
0:23:10,really',Jeremiah,N
0:23:18,So',N,
0:23:22,So',N,
0:23:30,So',N,
0:23:33,so',N,
0:23:45,very',Rachel,N
0:23:54,very',Rachel,N
0:23:57,So',N,
0:25:13,So',N,
0:25:57,really',Calvin,Y
0:26:02,so',N,
0:26:26,so',Moira,N
0:26:28,really',Moira,N
0:26:32,really',N,
0:26:38,really',Moira,N
0:26:42,so',Moira,N
0:26:50,so',James,N
0:27:11,so',Moira,N
0:27:38,really',James,Y
0:27:38,so',N,
0:28:12,So',N,
0:29:19,So',N,
0:30:39,so',N,
0:31:12,so',Kierstan,N
0:31:19,very',Kierstan,N
0:31:32,So',N,
0:31:56,really',Justine,N
0:32:18,really',Justine,N
0:32:28,So',N,
0:33:27,So',N,
0:34:14,really',Rachel,N
0:34:24,So',N,
0:35:18,So',N,
0:35:54,So',N,
0:36:24,very',Arielle,N
0:37:01,So',N,
0:41:36,So',N,
