0:01:06,really',Tre,N
0:01:34,So',N,
0:01:46,so',Cely,N
0:04:22,So',N,
0:04:37,really',Kaitlynn,Y
0:04:39,very',Kaitlynn,Y
0:04:48,really',Kaitlynn,Y
0:04:59,very',Kaitlynn,Y
0:05:15,so',N,
0:05:29,So',N,
0:06:26,So',N,
0:06:26,very',Tre,Y
0:06:26,very',Tre,Y
0:07:23,really',Justine,N
0:08:22,so',N,
0:08:45,So',N,
0:08:47,So',N,
0:09:08,very',Rachel,N
0:09:08,really',Rachel,N
0:09:12,really',Rachel,N
0:09:12,really',Rachel,Y
0:09:15,really',Rachel,Y
0:09:15,really',Rachel,Y
0:09:18,really',Rachel,Y
0:09:18,really',Rachel,Y
0:09:22,so',Rachel,Y
0:09:25,So',N,
0:10:02,really',Kierstan,N
0:10:05,very',Carrington,Y
0:10:20,so',Carrington,Y
0:10:27,so',N,
0:10:41,so',N,
0:11:24,so',James,N
0:11:28,so',Moira,Y
0:11:37,so',Moira,N
0:12:25,so',Kierstan,N
0:12:28,So',N,
0:14:12,so',Cely,N
0:14:27,so',Moira,N
0:14:47,really',N,
0:15:44,so',Carrington,Y
0:16:00,so',Carrington,N
0:16:11,really',Carrington,N
0:16:46,very',Kierstan,Y
0:16:50,very',Kierstan,Y
0:16:58,so',N,
0:17:21,So',N,
0:17:24,so',N,
0:17:30,so',Cely,Y
0:17:56,So',N,
0:17:59,so',Cely,Y
0:18:51,so',N,
0:18:59,So',N,
0:19:16,so',Cely,Y
0:20:04,So',N,
0:20:07,really',Justine,N
0:20:07,so',Justine,N
0:20:10,so',Justine,N
0:20:26,so',N,
0:20:34,really',Tre,N
0:20:34,really',Tre,N
0:20:43,very',Kaitlynn,N
0:21:01,So',N,
0:21:18,So',N,
0:21:38,So',N,
0:21:58,really',Jeremiah,Y
0:22:00,So',N,
0:22:29,so',Cely,N
0:22:31,so',Multiple Women,N
0:22:35,So',N,
0:22:57,Really',N,
0:22:58,so',Cely,N
0:23:09,really',Kierstan,N
0:23:12,so',N,
0:23:46,so',Carrington,N
0:23:50,so',Carrington,N
0:24:03,really',Kierstan,N
0:24:03,really',Kierstan,N
0:24:18,So',N,
0:24:21,so',James,N
0:24:28,really',Moira,N
0:24:28,so',Cely,N
0:24:30,So',N,
0:24:34,So',N,
0:24:54,very',Carrington,N
0:24:59,very',Carrington,N
0:25:40,so',N,
0:26:31,so',Mackenzie,N
0:27:41,so',Cely,N
0:28:35,so',Cely,N
0:29:29,so',N,
0:29:43,really',Rachel,Y
0:29:43,really',Rachel,Y
0:29:45,So',N,
0:30:06,so',N,
0:30:39,really',Rachel,Y
0:31:00,really',James,N
0:31:04,really',James,N
0:31:13,so',Moira,N
0:31:47,so',N,
0:33:54,so',Rachel,Y
0:34:21,very',Matthew,Y
0:34:49,so',N,
0:35:40,so',Carrington,N
0:35:48,so',Carrington,N
0:35:53,so',Carrington,N
0:35:57,So',N,
0:36:03,So',N,
0:36:03,so',Connor,N
0:36:16,So',N,
0:36:42,so',Carrington,N
0:36:49,so',Carrington,N
0:36:49,so',Carrington,N
0:37:19,So',N,
0:39:00,very',Tre,N
0:39:36,So',N,
0:40:08,very',Mackenzie,N
0:40:12,So',N,
0:40:59,so',N,
0:41:52,really',Tre,Y
