0:02:39,So',N,
0:02:50,really',Lauren,N
0:03:08,very',Connor,N
0:03:27,So',N,
0:04:08,very',Mackenzie,N
0:04:27,so',Mackenzie,Y
0:05:30,so',Lauren,N
0:05:46,very',Connor,N
0:06:06,so',N,
0:06:53,so',Mackenzie,N
0:07:13,so',Mackenzie,N
0:07:25,so',Mackenzie,N
0:07:49,so',Connor,N
0:08:12,so',Connor,N
0:08:15,So',N,
0:08:15,so',N,
0:08:44,So',N,
0:08:59,So',N,
0:10:20,So',N,
0:10:33,So',N,
0:10:40,so',Mackenzie,N
0:10:47,really',Mackenzie,N
0:11:10,very',Mackenzie,Y
0:11:21,so',Mackenzie,N
0:11:36,So',N,
0:11:49,So',N,
0:12:30,So',N,
0:12:48,So',N,
0:13:17,So',N,
0:13:23,so',Cely,N
0:13:25,so',Cely,N
0:13:45,really',Lauren,N
0:14:29,really',Johnny,Y
0:14:42,really',Johnny,Y
0:14:45,very',Johnny,Y
0:14:51,really',Johnny,N
0:15:20,so',N,
0:15:38,so',Johnny,N
0:15:51,so',N,
0:16:56,really',Lauren,N
0:17:18,so',N,
0:17:31,very',Carrington,N
0:17:35,very',Carrington,N
0:17:43,so',N,
0:17:54,So',N,
0:18:00,so',N,
0:18:23,really',Kierstan,N
0:18:36,very',Carrington,Y
0:18:42,very',Carrington,Y
0:19:00,So',N,
0:19:19,really',Kierstan,N
0:19:31,so',Carrington,N
0:20:56,so',N,
0:21:09,so',N,
0:21:11,so',N,
0:21:56,really',Matthew,Y
0:22:00,really',Matthew,Y
0:22:11,very',Matthew,Y
0:23:16,So',N,
0:23:16,so',Mackenzie,N
0:25:03,so',Lauren,N
0:25:13,So',N,
0:25:41,So',N,
0:25:53,so',N,
0:25:59,very',Carrington,N
0:26:01,really',Carrington,N
0:26:56,really',Cely,N
0:31:24,so',N,
0:31:56,So',N,
0:32:14,really',Rachel,Y
0:32:14,so',Rachel,Y
0:32:20,really',Rachel,Y
0:33:06,so',Cely,N
0:33:40,really',Connor,Y
0:33:41,very',Connor,Y
0:34:12,very',Caleb,Y
0:37:06,So',N,
0:38:06,So',Justine,N
0:38:06,so',Justine,N
0:38:30,so',N,
0:38:42,really',Caleb,N
0:39:18,really',Lauren,N
0:39:49,very',Carrington,N
0:40:06,Really',N,
0:40:22,So',N,
0:43:04,so',Tre,N
0:44:07,So',N,
0:45:21,really',Rachel,N
0:46:17,so',Justine,Y
0:46:24,really',Rachel,N
0:48:31,really',Mackenzie,N
0:48:31,really',Mackenzie,N
0:49:24,really',Lauren,Y
0:49:46,So',N,
0:49:46,so',Connor,N
0:50:39,really',Justine,N
0:50:51,very',Caleb,N
0:50:55,really',Caleb,Y
0:51:00,really',Caleb,Y
0:51:19,really',Caleb,N
0:51:44,really',Mackenzie,N
0:53:05,very',Connor,N
0:53:27,So',N,
0:53:38,very',Connor,Y
0:53:42,so',Connor,Y
0:54:29,So',N,
0:55:08,very',Moira,N
0:55:14,really',Moira,N
0:55:14,so',N,
0:55:38,So',N,
0:55:59,so',N,
0:56:03,really',Calvin,N
0:56:07,really',Calvin,N
0:56:09,so',N,
0:56:35,So',N,
0:56:39,so',N,
0:56:51,So',N,
0:56:54,So',N,
0:57:06,very',Carrington,N
0:57:19,So',N,
0:57:22,really',Carrington,N
0:57:48,So',N,
0:57:52,So',N,
0:58:52,so',N,
0:59:47,so',Matthew,Y
1:00:12,So',N,
1:00:21,so',Moira,N
1:01:01,really',Cely,N
1:02:08,So',N,
1:02:32,So',N,
1:03:28,really',Justine,N
1:03:53,so',N,
1:04:23,So',N,
1:04:54,So',N,
1:04:55,So',N,
1:05:17,So',N,
1:05:42,really',Lauren,Y
1:05:42,really',Lauren,Y
1:05:55,so',N,
1:06:02,So',N,
1:06:54,so',Cely,N
1:07:01,really',Cely,N
1:07:10,so',Cely,N
1:07:19,So',N,
1:08:06,very',Carrington,N
1:08:06,very',Carrington,N
1:08:15,really',Carrington,N
1:08:23,really',Carrington,N
1:08:26,So',N,
1:08:26,really',Carrington,Y
1:08:37,really',Carrington,Y
1:08:39,very',Carrington,Y
1:08:45,So',N,
1:09:10,really',Caleb,N
1:10:06,so',Justine,N
1:10:36,So',N,
1:11:19,really',Caleb,Y
1:12:18,so',N,
1:12:37,So',N,
1:12:37,really',Tre,N
1:13:26,really',Connor,Y
1:14:09,really',Lauren,Y
1:15:26,So',N,
1:16:14,So',N,
1:17:30,So',N,
1:17:44,so',Carrington,N
1:17:53,very',Carrington,N
1:17:53,very',Carrington,N
1:18:00,so',Carrington,N
1:18:06,So',N,
1:18:48,very',Tre,N
1:19:10,So',N,
1:21:21,So',N,
1:22:09,So',N,
1:23:58,very',Kierstan,Y
1:24:13,very',Kierstan,Y
1:24:19,So',N,
1:25:06,really',Rachel,Y
1:25:11,so',N,
1:25:17,So',N,
1:25:20,so',Rachel,Y
1:25:23,So',Rachel,Y
1:25:25,so',Justine,Y
1:25:51,so',Justine,Y
1:26:17,very',Connor,N
