0:02:57,so',Moira,N
0:05:25,so',Moira,Y
0:05:25,so',Moira,Y
0:05:25,So',Moira,Y
0:05:41,really',Moira,Y
0:06:19,so',Moira,Y
0:06:27,so',Cely,N
0:06:48,so',Cely,N
0:07:00,so',Justine,N
0:07:08,really',Justine,Y
0:07:38,very',Justine,Y
0:07:38,very',Justine,Y
0:08:03,so',Cely,Y
0:08:11,so',Justine,N
0:08:12,so',Moira,N
0:08:33,so',Kaitlynn,N
0:08:35,so',Cely,N
0:08:38,so',Kaitlynn,N
0:10:17,really',Mackenzie,N
0:11:01,really',Mackenzie,Y
0:12:22,So',Arielle,N
0:12:44,so',Moira,y
0:12:49,so',Arielle,N
0:12:59,really',Mackenzie,N
0:16:05,very',Arielle,N
0:16:34,very',Matthew,N
0:17:12,so',Arielle,N
0:19:39,very',James,Y
0:23:55,really',Justine,N
0:27:30,very',Connor,Y
0:28:12,really',Arielle,N
0:28:53,very',Kaitlynn,N
0:29:28,really',Connor,N
0:31:13,really',Arielle,N
0:31:41,very',Kaitlynn,N
0:31:49,so',Carrington,N
0:31:55,really',Justine,N
0:33:15,so',Justine,N
0:37:51,really',Cely,N
0:38:13,so',Moira,Y
0:38:18,really',Mackenzie,N
0:38:22,so',Mackenzie,N
0:42:29,really',Cely,N
0:44:03,so',Jeremiah,N
0:44:06,really',Justine,N
0:44:07,really',Justine,N
0:44:14,so',Justine,N
0:44:17,so',Justine,N
0:44:17,so,Justine,N
0:44:20,really',Justine,N
0:44:24,really',James,N
0:45:03,so',Moira,Y
0:45:03,so',Moira,Y
0:46:55,really',Johnny,N
0:47:20,really',Johnny,N
0:47:31,really',Johnny,N
0:48:55,so',Moira,N
0:48:55,so',Moira,N
0:50:41,very',Johnny,N
0:50:51,so',Johnny,N
0:50:54,really',Johnny,N
0:51:50,really',Carrington,N
0:51:57,really',Carrington,N
0:56:34,very',Connor,N
0:57:36,so',Mackenzie,N
0:58:02,really',Mackenzie,N
0:58:09,very',Mackenzie,N
0:58:12,very',Mackenzie,N
0:58:14,very',Mackenzie,N
0:58:17,so',Mackenzie,N
0:58:20,so',Mackenzie,N
0:58:39,very',Connor,Y
0:58:45,really',Connor,Y
0:59:37,very',Mackenzie,N
1:02:46,really',Connor,N
1:03:01,so',Johnny,N
1:03:29,really',Kaitlynn,N
1:03:29,really,Kaitlynn,N
1:03:44,very',Kaitlynn,N
1:04:10,really,Mackenzie,N
1:05:06,really',Mackenzie,N
1:05:40,really',Mackenzie,N
1:05:45,so',Cely,N
1:06:29,really',Mackenzie,N
1:09:24,so',Moira,N
1:09:45,so',Connor,N
1:10:51,really',Cely,N
1:10:55,so',Cely,N
1:10:55,so,Cely,N
1:10:55,so,Cely,N
1:11:06,so',Tre,N
1:11:13,very',Cely,N
1:11:18,so',Cely,Y
1:12:11,really',Johnny,N
1:12:32,so',Cely,N
1:12:32,so',Cely,N
1:13:12,so',Cely,N
1:13:14,so',Cely,N
1:14:04,so',Cely,N
1:15:01,really',Jeremiah,N
1:16:07,so',Kaitlynn,N
1:18:09,so',Mackenzie,N
1:18:34,really',Connor,N
1:18:43,really',Connor,N
1:18:47,really',Mackenzie,N
1:19:59,very',Connor,Y
1:20:36,very',Mackenzie,N
1:21:22,so',Justine,N
1:24:54,so',Cely,N
1:25:00,so',Johnny,N
1:25:16,really',Johnny,N
1:25:28,really',Cely,N
1:25:28,really,Cely,N
