0:00:25,very',Carrington,N
0:02:53,very',Connor,N
0:03:35,so',Multiple Women,N
0:03:38,so',Kierstan,N
0:04:27,so',Connor,N
0:04:31,so',Connor,N
0:04:42,so',Connor,N
0:05:00,So',N,
0:06:01,So',N,
0:07:24,so',Kierstan,N
0:07:46,very',Mackenzie,N
0:08:22,So',N,
0:08:57,So',N,
0:09:10,very',Connor,N
0:09:17,So',N,
0:09:47,So',N,
0:10:16,so',Justine,N
0:11:06,so',N,
0:11:23,So',N,
0:12:41,very',Carrington,Y
0:12:51,so',N,
0:15:05,really',Tre,N
0:15:19,really',Tre,N
0:15:25,so',Justine,Y
0:15:29,really',Tre,N
0:15:40,So',Kierstan,Y
0:15:43,So',N,
0:15:51,so',Mackenzie,N
0:16:08,So',N,
0:16:28,very',Johnny,N
0:16:44,so',N,
0:16:47,really',Mackenzie,Y
0:17:19,So',N,
0:17:45,really',Mackenzie,N
0:17:47,really',Mackenzie,N
0:17:55,very',Mackenzie,N
0:17:55,so',N,
0:18:43,So',N,
0:19:04,really',Connor,N
0:19:08,really',Connor,N
0:19:35,so',N,
0:19:45,so',N,
0:19:56,so',N,
0:20:59,So',N,
0:22:27,so',Justine,N
0:22:35,really',Justine,N
0:22:35,so',Justine,N
0:23:32,so',Justine,Y
0:23:42,so',N,
0:23:42,very',Justine,N
0:23:53,really',Caleb,N
0:24:03,So',N,
0:24:44,very',Carrington,N
0:24:44,very',Carrington,N
0:25:15,really',Kierstan,N
0:25:22,so',Kierstan,N
0:25:35,very',Kierstan,Y
0:26:58,really',Carrington,N
0:27:07,really',Kierstan,N
0:27:52,really',Carrington,Y
0:28:28,so',Cely,N
0:28:31,Very',Mackenzie,N
0:28:51,so',Moira,N
0:30:09,So',N,
0:30:25,So',N,
0:31:09,very',Matthew,Y
0:31:21,So',N,
0:32:01,So',N,
0:33:23,so',Moira,N
0:33:23,so',Moira,N
0:33:37,really',Moira,N
0:34:05,really',Justine,N
0:34:40,really',Cely,N
0:35:11,very',Tre,N
0:35:25,really',Cely,N
0:35:27,so',Tre,N
0:38:18,very',Arielle,N
0:38:54,very',Arielle,N
0:40:45,So',N,
0:42:25,So',N,
