0:00:24,very',Carrington,N
0:01:32,So',N,
0:01:59,really',Justine,N
0:02:08,really',Caleb,N
0:02:14,really',Caleb,N
0:02:25,so',N,
0:02:25,really',Justine,N
0:02:33,so',Justine,Y
0:02:44,so',Justine,Y
0:02:50,so',Justine,N
0:03:24,so',Cely,Y
0:03:49,so',Cely,Y
0:03:56,so',Justine,N
0:04:01,so',Justine,N
0:04:53,So',N,
0:05:02,really',Lauren,M
0:05:27,really',Lauren,Y
0:05:29,So',N,
0:05:56,So',N,
0:06:27,really',Kierstan,N
0:06:57,So',N,
0:07:55,very',Kierstan,N
0:08:04,So',N,
0:08:30,really',Kierstan,N
0:08:51,very',Kierstan,N
0:08:53,so',Kierstan,N
0:09:02,really',Mackenzie,Y
0:09:33,so',N,
0:10:02,so',N,
0:10:09,So',N,
0:10:25,very',Mackenzie,N
0:10:27,very',Mackenzie,N
0:10:32,So',N,
0:10:58,So',N,
0:11:19,very',Connor,N
0:11:38,very',Mackenzie,Y
0:13:02,so',Cely,N
0:13:04,so',N,
0:13:43,very',Connor,N
0:13:57,So',N,
0:14:07,so',Mackenzie,Y
0:14:11,very',Mackenzie,Y
0:14:28,really',Mackenzie,N
0:14:51,so',Caleb,N
0:14:57,so',Caleb,N
0:18:01,so',Moira,N
0:20:03,so',Carrington,N
0:20:19,really',N,
0:20:55,very',Kierstan,N
0:21:03,So',N,
0:21:18,so',Connor,N
0:21:36,So',N,
0:21:40,really',Mackenzie,N
0:21:52,so',N,
0:22:20,really',Mackenzie,N
0:22:20,really',Mackenzie,N
0:22:33,So',N,
0:22:52,very',Kierstan,N
0:22:57,So',N,
0:23:15,very',Carrington,N
0:23:19,So',N,
0:23:19,really',Carrington,N
0:23:26,So',N,
0:24:15,very',Cely,N
0:24:47,really',N,
0:25:19,so',Matthew,Y
0:25:44,really',N,
0:25:57,really',Johnny,N
0:26:24,so',Cely,Y
0:26:52,so',Cely,Y
0:27:20,So',N,
0:27:57,so',Justine,N
0:28:05,really',Caleb,Y
0:28:12,Really',N,
0:28:23,really',Caleb,N
0:28:33,so',Caleb,N
0:28:36,so',Justine,Y
0:29:15,so',Moira,N
0:29:31,very',Calvin,N
0:29:47,so',N,
0:30:09,really',Calvin,M
0:30:11,really',N,
0:30:51,so',N,
0:31:14,so',N,
0:32:22,really',Moira,N
0:33:05,so',N,
0:33:52,really',Kierstan,N
0:34:32,very',Kierstan,N
0:35:36,so',N,
0:36:00,So',N,
0:36:43,very',Calvin,Y
0:37:20,so',N,
0:37:20,really',N,
0:38:04,so',N,
0:39:28,So',N,
