0:00:12,so',Moira,Y
0:00:18,so',Cely,Y
0:00:41,really',Tre,Y
0:00:49,so',Moira,N
0:02:44,really',Mackenzie,N
0:03:13,so',Justine,Y
0:03:15,so',Justine,Y
0:03:27,so',Justine,Y
0:03:33,really',Justine,Y
0:03:38,so',Justine,Y
0:04:27,so',Carrington,N
0:05:41,So',N,
0:05:56,so',Matthew,Y
0:06:07,so',Cely,N
0:06:48,so',Rachel,N
0:06:57,really',Matthew,Y
0:07:27,so',Johnny,N
0:07:27,so',Jeremiah,N
0:07:30,so',Johnny,N
0:07:30,so',Jeremiah,N
0:08:34,So',N,
0:08:36,really',James,N
0:08:37,really',James,N
0:09:16,really',Moira,N
0:09:32,So',N,
0:09:58,so',Cely,N
0:09:58,So',Mackenzie,N
0:10:12,So',Moira,N
0:10:51,So',N,
0:11:27,So',N,
0:11:33,really',Rachel,N
0:12:41,so',N,
0:12:46,so',Rachel,N
0:13:02,really',Rachel,N
0:13:22,So',N,
0:13:27,really',Tre,N
0:13:27,really',Tre,N
0:14:20,really',Rachel,N
0:14:31,so',N,
0:14:36,So',N,
0:14:45,really',Tre,N
0:14:45,really',Tre,N
0:15:34,really',Tre,N
0:15:39,very',Kaitlynn,N
0:15:57,So',N,
0:16:15,really',Kaitlynn,Y
0:16:25,so',Kaitlynn,Y
0:16:31,So',N,
0:16:31,really',Kaitlynn,Y
0:17:18,so',N,
0:17:31,really',Johnny,N
0:17:36,So',N,
0:17:44,really',Tre,N
0:17:45,really',Tre,N
0:17:56,So',N,
0:18:28,really',Tre,Y
0:18:28,really',Tre,Y
0:18:59,so',Rachel,Y
0:19:06,really',Rachel,Y
0:19:55,very',Matthew,Y
0:21:08,So',N,
0:21:42,really',Johnny,N
0:22:00,so',Johnny,N
0:22:04,So',N,
0:22:44,really',Carrington,N
0:22:52,really',Carrington,N
0:22:57,So',N,
0:23:06,So',N,
0:23:45,so',Jeremiah,N
0:23:45,so',Jeremiah,N
0:24:05,So',N,
0:24:34,so',James,N
0:24:36,so',James,N
0:24:36,so',James,N
0:24:36,so',James,N
0:26:29,So',N,
0:27:54,So',N,
0:29:24,really',Mackenzie,Y
0:29:44,really',Justine,Y
0:29:50,so',Justine,Y
0:30:09,really',Kaitlynn,Y
0:30:34,really',Rachel,N
0:30:46,So',N,
0:30:55,So',N,
0:30:55,so',Rachel,Y
0:31:06,so',N,
0:31:06,really',N,
0:31:14,Really',N,
0:31:25,so',N,
0:32:20,So',N,
0:33:18,so',James,N
0:34:04,so',Carrington,N
0:34:21,very',Carrington,N
0:34:29,so',Carrington,Y
0:34:51,so',N,
0:35:32,really',Caleb,Y
0:36:01,So',N,
0:36:58,So',N,
0:37:19,So',N,
0:37:23,so',N,
0:37:33,Really',N,
0:37:45,very',Cely,N
0:37:45,very',Cely,N
0:37:45,very',Cely,N
0:37:45,very',Cely,N
0:38:00,very',Cely,N
0:38:16,so',N,
0:38:28,So',N,
0:38:37,So',N,
0:38:44,So',N,
0:38:50,So',N,
0:39:02,so',Moira,N
0:39:15,so',Calvin,N
0:39:20,really',Moira,N
0:39:49,very',Cely,N
0:40:55,so',Jeremiah,N
0:40:55,so',Jeremiah,N
0:41:01,really',Rachel,Y
