0:01:41,So',N,
0:02:07,So',N,
0:02:22,so',Mackenzie,N
0:02:36,really',Kaitlynn,N
0:02:38,So',N,
0:04:18,So',N,
0:04:41,really',Kaitlynn,N
0:05:36,so',N,
0:05:36,really',Rachel,N
0:05:57,so',Kierstan,N
0:06:10,so',N,
0:06:29,So',N,
0:06:45,very',Rachel,N
0:07:50,So',N,
0:08:10,very',Justine,N
0:08:25,so',Justine,Y
0:08:42,So',Justine,Y
0:09:21,So',N,
0:09:30,so',Cely,N
0:10:07,So',N,
0:10:54,So',N,
0:11:20,really',Kierstan,N
0:11:29,So',N,
0:11:44,So',N,
0:11:46,So',N,
0:11:52,really',Jeremiah,N
0:12:54,so',Cely,N
0:12:54,so',Justine,N
0:13:06,so',Kierstan,Y
0:13:14,very',Kierstan,Y
0:13:44,so',N,
0:13:50,very',Mackenzie,N
0:13:55,very',Mackenzie,N
0:14:35,very',Mackenzie,N
0:15:26,so',Matthew,Y
0:16:20,So',Mackenzie,N
0:16:33,really',Mackenzie,N
0:17:06,so',James,N
0:17:27,really',Johnny,N
0:17:29,really',Johnny,N
0:17:33,so',Johnny,N
0:17:42,so',Johnny,N
0:17:55,so',Johnny,Y
0:17:58,really',Johnny,Y
0:19:24,So',N,
0:19:51,So',N,
0:19:56,So',N,
0:20:32,so',Kaitlynn,N
0:22:20,So',N,
0:22:53,so',Rachel,N
0:23:01,So',N,
0:23:13,really',Rachel,Y
0:23:15,so',Rachel,Y
0:23:28,So',N,
0:23:34,So',N,
0:23:45,so',Kierstan,N
0:23:49,so',Moira,N
0:23:53,so',Kierstan,N
0:24:24,very',Kierstan,Y
0:24:29,very',Kierstan,Y
0:24:29,very',Kierstan,Y
0:25:10,very',Kierstan,N
0:25:47,so',Kierstan,Y
0:25:47,so',Kierstan,Y
0:25:47,so',Kierstan,Y
0:25:47,very',Kierstan,Y
0:25:51,so',N,
0:26:12,so',Kierstan,N
0:26:16,so',Kierstan,N
0:28:52,so',Kierstan,N
0:30:10,really',Unknown Woman,N
0:31:27,So',N,
0:32:41,so',N,
0:32:49,so',N,
0:32:59,so',Carrington,N
0:33:24,So',N,
0:33:53,So',N,
0:34:33,really',Rachel,N
0:34:36,so',Cely,N
0:34:44,really',Johnny,N
0:35:13,very',Mackenzie,N
0:35:18,So',N,
0:35:53,so',N,
0:36:04,really',Jeremiah,Y
0:36:48,So',N,
0:39:30,so',N,
0:39:41,so',Justine,N
0:40:19,So',N,
0:40:42,So',N,
0:41:22,So',N,
0:42:02,really',Justine,Y
0:42:02,really',Justine,Y
0:42:05,really',Justine,Y
